Title,Uploader,Views,Likes,Comments,Upload Date,Duration (Seconds),Duration (Minutes),Tags,URL
API GATEWAY and Microservices Architecture | How API Gateway act as a Single Entry Point?,Concept && Coding - by Shrayansh,69941,1709,97,29-09-2024,1397,23.28,"API GATEWAY, api gateway vs load balancer, microservice architecture, load balancer, api composition, rate limiting, service registery, service discovery, microservices, system design, high level design, software engineer stuff, backend engineer interviews, interview preparation SDE, system design interview, amazon interview question, API GATEWAY Architecture, Microservices Architecture, google system design interview, interview preparation, microsoft system design interview",https://www.youtube.com/watch?v=dkgxvnk8cWw
Enterprise AI Agents (Maximizing Business Value with Enterprise AI Agents and Distributed Systems),Go Cloud Architects,432,35,3,03-03-2025,989,16.48,"agentic ai hosting, enterprise ai, enterprise ai agents, ai enterprise architecture, multi-cloud ai architecture, ai digital transformation, distributed ai architecture, ai agent hosting, go cloud architects, go cloud careers",https://www.youtube.com/watch?v=CikoXC_FA28
What is a MICROSERVICE ARCHITECTURE and what are its advantages?,Gaurav Sen,735653,16941,442,20-05-2018,499,8.32,"Microservices, Microservice architecture, System design, System architecture, monolith, advantages of microservice, system design interview, scalability, microservice advantages, IT interview, software interview, microservices comparison, monolith architecture, gaurav sen, gkcs",https://www.youtube.com/watch?v=qYhRvH9tJKw
Types of Testing in Software Engineering | Levels of Testing,Gate Smashers,1094876,25586,496,31-12-2020,506,8.43,"testing types in software engineering in hindi, testing types in manual testing, testing types in software testing, testing types in software engineering, testing types javatpoint, software testing types in hindi, testing types guru99, testing types in devops, testing types and levels, testing types in sdlc, testing types and artifacts, testing types pdf, testing types ppt, testing in software, software testing, unit testing, integration testing, testing in hindi, se ugc net",https://www.youtube.com/watch?v=T0TynxN77oY
Software Testing Full Course In 10 Hours | Software Testing Tutorial | Edureka,edureka!,1810968,28927,537,11-03-2021,37110,618.5,"yt:cc=on, software testing tutorial, software testing full course, software testing training for beginners, automation testing tutorial for beginners, automation testing, manual testing tutorial for beginners, functional testing, regression testing, performance testing interview questions and answers, performance testing using jmeter, jmeter tutorial for beginners, edureka training, software testing, edureka, manual testing, selenium tutorial, software testing training",https://www.youtube.com/watch?v=sO8eGL6SFsA
Software Testing Tutorial For Beginners | Manual & Automation Testing | Selenium Training | Edureka,edureka!,1474988,19306,151,11-02-2019,3651,60.85,"yt:cc=on, software testing tutorial, software testing tutorial for beginners, software testing, manual testing, automation testing, types of testing, software testing life cycle, test case, software testing tools, what is software testing, software testing basics, waterfall model, spiral model, v&v model, locators in selenium, xpath, manual testing tutorial, selenium certification training, phases of testing, black box testing, white box testing, Selenium training, edureka",https://www.youtube.com/watch?v=T3q6QcCQZQg
What is Software Testing?,Telusko,308867,6005,195,17-07-2019,368,6.13,"telusko, navin, reddy, tutorial, java, python",https://www.youtube.com/watch?v=cDQ34z0oqnQ
"The HARSH Truth About Software Testing Jobs in 2025 🔥 SDET, QA Automation & Complete Roadmap!",Technical Suneja,66984,3839,274,25-01-2025,3615,60.25,"TechnicalSuneja, AjaySuneja, SoftwareTesting, AutomationTesting, ManualTesting, AutomationQA, TestingVsDevelopment, SDET, AutomationTester, SoftwareTestingCareers, TestingForBeginners, TesterSalary, TechCareers2025, FullStackQA, TCSJobs, FutureOfAutomationTesting, RoadmapToAutomation, TechSalaryInIndia, SoftwareTestingIn2025, TestingTools, TestAutomationRoadmap, QualityAssurance., testing, harsh, Truth, reality, jobs, Software Testing",https://www.youtube.com/watch?v=S23SvV3XGU4
Software Testing Explained in 100 Seconds,Fireship,376245,20031,315,24-05-2021,136,2.27,"webdev, app development, lesson, tutorial, software, tdd, bdd, software testing, tech, programming, coding, code, code testing",https://www.youtube.com/watch?v=u6QfIXgjwGQ
Test Plan in Software Testing | Software Testing | SoftwaretestingbyMKT,SoftwaretestingbyMKT,293056,8330,328,21-10-2019,1498,24.97,"test plan, test plan in software testing, sdet, qa, career, softwaretestingbymkt, test plan document, testing, software testing, test plan vs test strategy, test plan in easy way explained, release notes in software testing, objective in test plan, entry and exit criteria, defect tracking, test environment, testing methodologies, test plan template in software testing, Test Planning in Software Testing, Test Plan Template in Software Testing, Test Plan Sample, sdlc, stlc, agile, scrum",https://www.youtube.com/watch?v=NiDe8lj-wGs
Lecture 2: What is Software Testing? | Job Ready Software Testing Course,TheTestingAcademy Hindi,69167,1556,137,31-12-2022,697,11.62,"software testing course, software testing tutorial in hindi, software testing, software testing course for career gap, free software testing course, manual testing concepts, what is software testing?, software tester with skill, career in software testing, types of software, application software, system software, types of software in hindi, programming software, what is software testing, role of software tester, what are software testing objective and purpose, what is quality",https://www.youtube.com/watch?v=28hHc-K38ao
AI Solutions for Enterprise Testing Challenges,Automation Testing with Joe Colantonio,1326,29,1,02-03-2025,1970,32.83,"test automation, scalability, maintainability, modern applications, enterprise environments, Srirang, Tengen, AI-driven intelligence, software testing, integrated test management, AI-assisted test design, natural language, tracking and reporting, ML-driven execution optimization, parallel test execution, automate testing, enterprise testing, digital adopters, enterprise platforms, commercial off the shelf software, UI discovery, robotic discovery, screen navigation",https://www.youtube.com/watch?v=m8PWmO-4HAY
5 Types of Testing Software Every Developer Needs to Know!,Alex Hyett,108749,3954,66,03-03-2023,383,6.38,"types of testing, types of testing in software engineering, software testing, types of testing in software testing, unit testing, component testing, integration testing, end-to-end testing, end-to-end testing in software, types of software testing, cucumber tests, gherkin language, selenium, specflow, software testing tutorial, testing pyramid, software testing pyramid, code coverage, mcdc coverage, mcdc, 100% code coverage",https://www.youtube.com/watch?v=YaXJeUkBe4Y
What is DevOps? DevOps Explained | Simplest Explanation in Hindi,Apna College,1027338,32650,1100,06-04-2023,396,6.6,"C++, C++ coding, C++ full course, C++ placement course, how to code, programming, college placement course, C++ language, java, java language, java full course, java placement, java code, java coding",https://www.youtube.com/watch?v=h7LDnVsNRVI
DevOps Tutorial for Beginners | Learn DevOps in 7 Hours - Full Course | DevOps Training | Edureka,edureka!,3509099,45635,315,30-06-2019,24433,407.22,"yt:cc=on, devops, dev ops, devops full course, devops tutorial for beginners, devops tutorial, devops training, devops for beginners, devops tools tutorial, devops tools, learn devops, devops training videos, devops fundamentals, devops concepts, devops certification, what is devops, devops video tutorial, devops architecture, devops basics, devops introduction, devops course, edureka, devops edureka, edureka devops, why devops, introduction to devops",https://www.youtube.com/watch?v=hQcFE0RD0cQ
DevOps In 5 Minutes | What Is DevOps?| DevOps Explained | DevOps Tutorial For Beginners |Simplilearn,Simplilearn,1945163,42956,241,16-02-2021,301,5.02,"devops, devops basics, devops basics for beginners, devops basics tutorial, devops basics tutorial for beginners, devops explained, devops explained simply, devops explained with example, devops explanation, devops in 5 minutes, devops pipeline explained, devops tools, devops tools explained, devops training, devops tutorial, devops tutorial for beginners, learn devops, simplilearn, simplilearn devops, what is devops, why devops, why devops is important, why devops is needed",https://www.youtube.com/watch?v=Xrgk023l4lI
DevOps Engineering Course for Beginners,freeCodeCamp.org,1074693,24124,297,15-06-2021,8298,138.3,,https://www.youtube.com/watch?v=j5Zsa_eOXeY
Azure DevOps Step by Step Tutorial for Beginners | DevOps Tutorial,Questpond,360446,7055,501,12-03-2023,6127,102.12,"what is devops, Azure devops tutorial, devops tutorial for beginners, azure devops, learn devops from scratch, create ci cd pipeline azure devops, learn devops step by step, ci cd pipeline, devops for beginners, tutorial for devops engineers, yaml tutorial, devops step by step course, azure devops training videos, microsoft azure devops, understand azure devops, devops CI CD Pipeline, learn azure devops, azure devops for beginners, yaml devops tutorials, yaml",https://www.youtube.com/watch?v=aonA7Kb7WGE
What is DevOps? REALLY understand it | DevOps vs SRE,TechWorld with Nana,1006589,15728,466,18-01-2022,2132,35.53,"devops, what is devops, devops vs sre, sre vs devops, sre vs devops what's the differen, devops engineer, devops roadmap, techworld with nana, what devops engineer do, devops explained, what devops means, what devops, devops concepts, devops tutorial, devops tools, devops for beginners, devops explained for dummies, why devops, why devops is needed, why devops is important, how devops works, devops meaning, devops in practice, what devops is, devops tutorial for beginners",https://www.youtube.com/watch?v=0yWAtQ6wYNM
Linux For DevOps In One Shot | Complete Beginners to Advanced Linux (Hindi),TrainWithShubham,173759,4858,262,21-10-2024,20759,345.98,"shubham londhe, train with shubham, trainwithshubham, devops, devops tutorial, aws devops, Linux for DevOps, Linux beginners to advanced, Linux commands for DevOps, Linux tutorial in Hindi, DevOps Linux, Linux server setup, Linux basic commands, Linux networking commands, file management in Linux, LVM Linux tutorial, Linux for DevOps engineers, Linux advanced commands, Linux AWK GREP FIND SED, Linux volume management, complete Linux tutorial, TrainWithShubham",https://www.youtube.com/watch?v=e01GGTKmtpc
Day-1 | Fundamentals of DevOps | Free DevOps Course | 45 days | #devopscourse #learning,Abhishek.Veeramalla,1514541,23006,1600,05-01-2023,1839,30.65,"devops mock interview, devops discussion, DevOps RoadMap, aws, azure, k8s, tanzu, vmware, openshift, redhat, gcp, openstack, aws complete devops project, devops proxy interviews, #bts, BTS, bts, Ansible, Ansible FAQ, Ansible Q&A, Devops interview questions with answers, terraform, terraform interview questions, terraform Q&A, git, github, azure git, gitlab, azure devops interview questions, devops interview questions for experienced, DevOPs Roadmap, Free Python, Python course",https://www.youtube.com/watch?v=Ou9j73aWgyE
Jenkins In One Shot | DevOps Production CICD Pipelines [Hindi],TrainWithShubham,95243,2440,424,28-09-2024,23003,383.38,"shubham londhe, train with shubham, trainwithshubham, jenkins in one shot, Jenkins in one video, jenkins tutorial, jenkins for devops, jenkins zero to hero, Jenkins, Cicd with jenkins, cicd",https://www.youtube.com/watch?v=XaSdKR2fOU4
DevOps Tools - The Ultimate Guide! (2024),KodeKloud,122785,4344,405,04-01-2023,1025,17.08,"DevOps Tools, devops tools full course, devops tools explained, devops tools 2022, DevOps tools 2023, devops tools list, devops tools to learn, top devops tools, best devops tools, devops tools overview, devops, devops tools and architecture clear explanation, maven, chef, nagios, git, docker, jenkins, devops tools for ci/cd, best devops tools to learn, Docker, Kubernetes, Terraform, devops tools, Gradle, kodekloud",https://www.youtube.com/watch?v=4It0D0Nw00c
Computer Graphic Video Song | Poochudava Tamil Movie Song | Abbas | Simran | Sirpy | Music Master,Music Master | Tamil Songs | Ilayaraja,3207927,30277,1100,25-10-2016,288,4.8,"Computer Graphic Video Song, Poochudava Tamil Movie Song, Abbas, Simran, Sirpy, Music Master, poochudava, poochudava audio songs, poochudava full movie, poochudava movie, poochudava movie video song, poochudava songs, poochudava tamil movie, poochudava tamil video song, poochudava video songs, hits of sirpy, sirpi tamil song, sirpy hits, sirpy hits songs, sirpy songs, sirpy tamil song, sirpy video songs, Music, Tamil Video Song, Latest Tamil Songs, Tamil Hit Songs",https://www.youtube.com/watch?v=jFuhiuOFg28
Computer Graphics,Mano worldwide,183092,2415,20,25-01-2023,264,4.4,"Mano, Poochudava, Computer Graphics",https://www.youtube.com/watch?v=IRXH8V4uSak
DDA Line Drawing Algorithm - Computer Graphics,Abdul Bari,566420,13664,671,12-04-2018,1608,26.8,"DDA, Line Drawing, Line Drawing algorithm, dda algorithm, digital differential analyzer, digital differential analyser, computer graphics, abdul bari, bari",https://www.youtube.com/watch?v=W5P8GlaEOSI
How do Video Game Graphics Work?,Branch Education,4398291,282111,9500,21-12-2023,1260,21,"Video Game Graphics, GPU, Graphics Card, Ray Tracing, DLSS, NVIDIA, game development, Video Games, Graphics, Game Graphics, Sceen, Monitor, video games, 3D Graphics, RDR2, How do Video Game Graphics Work?, How do Graphics Work?, How do GPUs Work?, how do graphics cards work, Rendering Pipeline, Graphics Rendering Pipeline, Rasterization, Vertex Shading, Fragment Shading, game design, computer graphics, game devlog, GPUs, 3090Ti, 3090, Graphics Cards, 4090, 4080, CUDA Core, Shading Core",https://www.youtube.com/watch?v=C8YtdC8mxTU
Computer Graphics tutorial | Introduction | CG | Lec-01 | Bhanu Priya,Education 4u,666847,6129,124,28-05-2019,414,6.9,"computer graphics tutorial in english, computer graphics lecture, computer graphics education 4u, computer graphics introduction",https://www.youtube.com/watch?v=NmMky9Pg8Yc
Building Collision Simulations: An Introduction to Computer Graphics,Reducible,495867,18594,478,19-01-2021,1685,28.08,"Collision_Detection, Collision-Simulation",https://www.youtube.com/watch?v=eED4bSkYCB8
Introduction To Computer Graphics Explained in Hindi l Computer Graphics Course,5 Minutes Engineering,869548,14723,240,19-04-2021,544,9.07,,https://www.youtube.com/watch?v=uTBKa1PSyf8
Computer Graphic Song | Poochudava Tamil Movie Songs | Abbas | Simran | Sirpy | Music Master,Music Master | Tamil Songs | Ilayaraja,75809,755,22,16-08-2016,264,4.4,"Computer Graphic Song, Poochudava Tamil Movie Songs, Abbas, Simran, Sirpy, Music Master, Computer Graphic Video Song, Sirpy Songs, Sirpy Hits, Sirpy Tamil Songs, Sirpy Songs Collection, Sirpy Hit Songs, Sirpy Video Songs, Best of Sirpy, Sirpy Evergreen Songs, Sirpy Hit Video Songs, Sirpy Songs Jukebox, Sirpy Tamil Hits, Sirpy Melody, Sirpy Tamil Melody, Sirpy Poochudava Songs, Poochudava Songs, Poochudava Video Songs, Poochudava Songs Jukebox, Music, Tamil Video Songs",https://www.youtube.com/watch?v=EEoKttboeJA
The Evolution of Adobe and The Creative Software Industry,NY Editz,435,0,1,03-03-2025,28,0.47,,https://www.youtube.com/watch?v=JxdFr9Z040U
Quick Understanding of Homogeneous Coordinates for Computer Graphics,Miolith,82926,4544,135,03-12-2023,413,6.88,"Graphics Programming, Computer Graphics, Homogeneous Coordinates, 3D Object Representation, Linear Algebra in Graphics, Vulkan, OpenGL, Matrix Transformation, Perspective Projection, 4D Vectors, Coordinate Systems, Computer Graphics Libraries, Transformation Matrices, Performance Optimization, Debugging in Graphics, API Programming, Vector Manipulation, Perspective Rendering, Graphics Pipeline",https://www.youtube.com/watch?v=o-xwmTODTUI
The Ultimate Roadmap for Embedded Systems | How to become an Embedded Engineer in 2025,Sanchit Kulkarni,77030,4060,177,04-01-2025,1009,16.82,"ChipCamp, Sanchit Kulkarni, chip camp, electronics, semiconductor, embedded, ece, btech, chip_camp, embedded system, electronics camp, digital, engineering, entc, nvidia, How to become an embedded engineer, Roadmap for embedded systems, c programming for embedded systems course, what is bootloader in embedded system, device driver programming in embedded systems, introduction to embedded c programming, embedded systems projects for final year, microcontroller and embedded systems, rtos",https://www.youtube.com/watch?v=D7L1SmjQ3fo
"Microcontrollers, Embedded Systems, and STM32.",thehardwareguy,18474,659,44,22-05-2021,752,12.53,"thehardwareguy, stm32, stm32f4 discovery, stmicroelectronics, stm32 project, microcontrollers, microcontrollers explained, microcontrollers for beginners, stm32f401 nucleo 64, stm32f407 discovery, microcontrollers and embedded systems, arm microcontroller, stm32 vs arduino, arduino vs stm32, embedded systems, stm32 for beginners, what are microcontrollers, what are embedded systems, microcontroller projects, microcontroller programming, electronic engineering, hardware engineer",https://www.youtube.com/watch?v=DOyuEyo_qeg
Top 5 Embedded Systems Courses with Certification | Best courses for Embedded @electronicsgeek,electronics geek,92645,2796,54,16-07-2023,189,3.15,"Best youtube channel to learn electronics, top youtube channel to learn electronics proejcts, Top 5 Embedded Systems Courses with Certification, Top 5 Embedded Systems Courses, Top 5, Best courses, best courses for embedded systems, best courses for embedded, Embedded Systems Courses with Certification, Top 5 Embedded Systems Course, Embedded Systems Course, electronics geek, free course with certificate, top 5 best embedded systems courses online",https://www.youtube.com/watch?v=xCwcjKGZhlA
All about Embedded Systems | Must master Skills | Different Roles | Salaries 💰,Sanchit Kulkarni,89647,4397,258,01-12-2024,755,12.58,"Sanchit Kulkarni, chip camp, semiconductor, embedded, ece, chip_camp, embedded system, electronics camp, digital, engineering, circuits, Embedded Hardware engineer, Embedded Software Engineer, C vs Embedded C, All about embedded systems, How to become an embedded system engineer, Control systems, embedded systems engineer job, embedded and real time operating system, c programming for embedded systems course, microcontroller and embedded systems, embedded systems projects for final year",https://www.youtube.com/watch?v=_tBFaWR7gnA
Introduction To Embedded System Explained in Hindi l Embedded and Real Time Operating System Course,5 Minutes Engineering,512216,10640,186,02-03-2020,257,4.28,,https://www.youtube.com/watch?v=PDYuYGHT668
Embedded Systems tutorial for beginners | Lec-01 |  Bhanu Priya,Education 4u,514802,6345,148,10-09-2018,553,9.22,"embedded system tutorial, embedded system tutorial video, what is embedded system in english, what is embedded system definition, embedded systems tutorial for beginners, embedded systems tutorial for beginners in english, embedded systems video, embedded systems",https://www.youtube.com/watch?v=JO4AEkOVF2M
What are Embedded Systems? ||  Embedded System Basics Course Preview,THORS eLearning Solutions,38899,579,4,30-12-2022,193,3.22,,https://www.youtube.com/watch?v=3v0J0Em02FM
What is Embedded Systems and the Roadmap,"Embedded Systems, in Pyjama!",19094,722,46,03-08-2024,2593,43.22,"#inpyjama, #c-ninja, embedded-systems, risc-v, assembly-language, c-language, arm, ARM-M, ARM-A, baremetal, computerarchitecture, riscv, linkerscrpit, assembly, introduction to embedded systems, embedded systems tutorials, podcast in pyjama, Embedded systems podcast, Cortex-A, Cortex-M, toolchain, gcc, inpyjama, c-inpyjama, c-ninja",https://www.youtube.com/watch?v=KopbRShTp_Y
Microcontroller & Embedded System 6th semester |  PIN DIAGRAM OF 8051  | #astechnic,AS TECHNIC,151,11,0,04-03-2025,2099,34.98,"microcontroller and embedded systems, microcontroller and embedded systems important questions, microcontroller and embedded systems 6th semester important questions, microcontroller and embedded system polytechnic 6th semester, microcontroller and embedded systems 6th semester in hindi, Microcontroller & Embedded System Electronics Engg. 6th Sem., microcontroller and embedded systems 6th semester, microcontroller 8051 description and features, PIN DIAGRAM OF 8051",https://www.youtube.com/watch?v=orEsndGEdVA
Embedded systems क्या होते हैं? | What are Embedded Systems in Hindi? | Embedded systems Explained,Deepak TechTimes,55562,1271,19,09-09-2021,268,4.47,"what is embedded system in Hindi, embedded system explained in Hindi, embedded system in Hindi, embedded system kya hai, embedded system kya hota hai, embedded system ka matlab kya hai, what are embedded systems in Hindi, embedded system ki puri jankari, uses of embedded system, applications of embedded system, embedded system ko kahan use Kiya jata hai, embedded system kaise kaam karta hai, embedded system क्या होते हैं?, in Hindi, Deepak TechTimes",https://www.youtube.com/watch?v=9cFlTUNosY4
Parallel Computing and Types of Architecture in Hindi,Last moment tuitions,440766,5257,194,19-02-2017,584,9.73,"Last, moment, tuition, last moment tuitions, last moment tuition, parallel computing, parallel computing architecture, synchronous architecture, systolic, asynchronous architecture, data flow control, data flow computer, pipelining architecture, processing, technology, Computer, distributed computing, parallel processing, cpu, processing model, computing, computing techniques, faster computers, how to make computers faster, what is parallel processing, pipelining in hindi",https://www.youtube.com/watch?v=tWRL2VJL-FA
Concurrency Vs Parallelism!,ByteByteGo,114211,4719,97,09-07-2024,253,4.22,,https://www.youtube.com/watch?v=RlM9AfWf1WU
Parallel Computing Explained In 3 Minutes,Hooman Mardox,316389,3011,54,19-12-2014,217,3.62,"parallel computing, processing, modern computing, technology, Computer, fasttechskills, distributed computing, parallel processing, cpu, processing model, Electronics, computing, computing techniques, faster computers, how to make computers faster, what is parallel processing, parallel computing model, parallel computing tutorial, parallel computing basics, parallel computing definition, parallel computing introduction, parallel computing programming",https://www.youtube.com/watch?v=q7sgzDH1cR8
Parallel Computing | Cloud Computing | CC | Lec-12 | Bhanu Priya,Education 4u,134647,1454,19,14-08-2018,537,8.95,"parallel computing explained, parallel computing example, parallel computing tutorial, parallel computing in cloud computing, parallel computing in english, parallel computing model, parallel computing lecture, what is parallel computing, what is parallel computing in cloud computing",https://www.youtube.com/watch?v=__e3np5hrcA
Stanford CS149 I Parallel Computing I 2023 I Lecture 1 - Why Parallelism? Why Efficiency?,Stanford Online,36649,935,40,10-09-2024,4341,72.35,"Stanford, Stanford Online",https://www.youtube.com/watch?v=V1tINV2-9p4
"What is Parallel Computing? Need, Limitations, Scope and Applications of Parallel Computing",Comrevo,21380,279,22,27-06-2020,804,13.4,"what, is, parallel, computing, need, limitations, scope, and, applications, of",https://www.youtube.com/watch?v=m1b74x18kZk
"parallel computing,types of parallel computing,advantages and disadvantage in cloud computing unit-1",AAstudymart,11429,111,2,23-01-2023,479,7.98,,https://www.youtube.com/watch?v=8jKfW3Wg5VI
How Parallel Processing Works | AI for Kids,Technovation,109783,451,0,10-01-2018,145,2.42,"STEM teaching, neural networks, parallel processing, parallel processing project, what is parallel processing, how to do parallel processing for kids, how does parallel processing work, parallel processing explanation, explain what is parallel processing, supercomputer parallel processing, neural network parallel processing, what is machine learning, what is big data, big data parallel processing, parallel processing activity, parallel processing explained, kids STEM lesson",https://www.youtube.com/watch?v=1XGo8K1boH4
NHR Perflab Seminar: Hardware-software co-design with the Parallel Research Kernels,NHR@FAU,66,5,0,03-03-2025,3552,59.2,,https://www.youtube.com/watch?v=HTbjM5GDIRM
AMD Simplified: Serial vs. Parallel Computing,AMD,64337,743,108,24-09-2014,157,2.62,"amd, advanced micro devices, radeon, ati, intel, nvidia, cpu, gpu, graphics, Parallel Computing (Programming Language Paradigm), Computer Hardware (Industry), Laptop, Core, Drive, Notebook",https://www.youtube.com/watch?v=XIiq7LUX7uo
Computer Vision in Healthcare and Medicine,Roboflow,2469,54,1,05-03-2021,837,13.95,"computer vision, ai, machine learning, privacy, healthcare, medicine, regulations, patient, insurance",https://www.youtube.com/watch?v=LYDWsMtB_J0
Computer Vision in Healthcare : Quantiphi's Computer Vision Capability,Quantiphi,3148,26,0,18-12-2020,56,0.93,"HCLS, Quantiphi, Computer Vision, Healthcare, AI, Medical Technology",https://www.youtube.com/watch?v=zKZusWrX-1Y
Computer Vision for Healthcare AI | Cell Counting Models | Chooch ReadyNow Image Recognition Models,Chooch ,3755,28,0,30-07-2021,45,0.75,,https://www.youtube.com/watch?v=nezqrfAP-g8
What is Computer Vision in Healthcare Education,Sim_Aware,305,4,1,11-12-2023,179,2.98,"What is Computer Vision in Healthcare Education, Computer Vision in Healthcare Education, Computer Vision in Healthcare, computer vision is revolutionizing healthcare education, Computer vision in medical education, computer vision in medicine, Computer Vision in Medical Simulation and Training, Computer Vision, Medical Simulation, artificial intelligence, AI, machine learning, deep learning, what is computer vision, what is computer vision in artificial intelligence, meded",https://www.youtube.com/watch?v=zEEK-Cnk9tA
Computer Vision in Medical Imaging - Ajay Pratap Singh,Genomics In India,221,7,0,01-11-2022,51,0.85,,https://www.youtube.com/watch?v=1UEWLcArsLM
Introduction to Medical Imaging Data (Computer Vision),American Joint Replacement Research-Collaborative ,6242,160,0,07-07-2022,7181,119.68,"methodology, AJRR, AJRR-C, AJRRC, Mayo Clinic, Orthopedics, P30, Research, Statistics, Epidemiology, Artificial Intelligence, AI, ML, Machine Learning, Power, P-Values, Orthopedic Surgery, Study Design, Imaging Data, NLP, Natural Language Processing, Systemic Bias, Study Types, Measurement Error, Misclassification, Survival Curves, Competing Risk, Analysis, Immortal Time Bias, Survival Analysis, Research Study, Database Research",https://www.youtube.com/watch?v=ZDnr-ZGb76U
See the unseen - Medivis SurgicalAR Technology Using Augmented Reality,Medivis Admin,27064,171,3,12-06-2023,33,0.55,,https://www.youtube.com/watch?v=bkzkelf7IpI
High-tech hospital uses artificial intelligence in patient care,NBC News,229834,1406,204,05-02-2023,155,2.58,"Health, International News, Lester Holt, Making A Difference, NBC Nightly News, National News, News, Nightly News, U.S. News, breaking news, evening news, politics, world news",https://www.youtube.com/watch?v=qetKUFDDF4A
"MCNER Webinar, Feb 2025:  Applications of AI in Healthcare and Nutrition Research",villanovauniversity,13,0,0,04-03-2025,3625,60.42,"Villanova, University, Augustinians, Augustinian, Ignite Change Go Nova, Nova, VillanovaU, wildcats, liberal arts, business, law, engineering",https://www.youtube.com/watch?v=d4DQjPiJtk8
Computer Vision in Healthcare,Victor Panlilio Photography,85,1,0,13-04-2023,1578,26.3,,https://www.youtube.com/watch?v=pokjhKI1l88
MIND-BLOWING USES OF AI IN FINANCE,Jelvix | TECH IN 5 MINUTES,140676,1978,53,03-11-2020,300,5,"machine learning, artificial intelligence, ai, finance, financial services, data, deep learning, data science, fintech, data scientist, ai use cases in banking, ai use cases, ai use in business, ai applications, ai applications examples, ai applications in everyday life, AI APPLICATIONS IN FINANCE, AI USE CASES IN FINANCE, ai uses, ai application in fintech, ai fintech, machine learning application in finance, ai use in fintech, ai in banking, ai technology",https://www.youtube.com/watch?v=LR1aOl7Z2wk
Putting AI to work for Finance,IBM Technology,22976,512,26,19-09-2024,665,11.08,"IBM, IBM Cloud, finance, ai, artificial intellegence, consulting, automation, generative ai, RPA, Robotic Process Animation, traditional ai, deep learning, Gen AI, Genai",https://www.youtube.com/watch?v=kNXOCsL9OF8
How Will AI Affect The Financial Industry?,Forbes,23888,393,20,03-05-2024,1275,21.25,"Forbes, Forbes Media, Forbes Magazine, Forbes Digital, Business, Finance, Entrepreneurship, Technology, Investing, Personal Finance, Groq, AI Interfaces, Microchip, micro devices, hardware, software, AI hardware, devices, Making AI Faster, how to make AI faster, what's next for AI, next AI advancement, Using AI At Work, How to use AI",https://www.youtube.com/watch?v=5Qqn4OSuK_M
How AI Is Powering the Future of Financial Services | JPMorgan Chase & Co.,jpmorgan,63560,0,0,07-09-2022,1181,19.68,"corporate banking, jp morgan investment banking, investment banking jp morgan, corporate investment banking, corporate and investment banking, jp morgan internship, j.p. morgan internship, jp morgan, jpmorgan chase, investment banking, investment banker, corporate baking, investment banking lifestyle, j p morgan, life of an investment banker, jp morgan careers",https://www.youtube.com/watch?v=KjvQqgMYQeI
Top 10 AI Tools For Finance You MUST Know in 2025,Nicolas Boucher,12664,371,13,20-12-2024,637,10.62,"ai tools 2025, 10 ai tools that will make you rich in 2025, ai tools for business, ai tools, best ai tools, finance, ai in finance, new ai tools, 10 ai tools that will make you, artificial intelligence tools, Nicolas boucher, corporate finance, ai for corporate finance, how to use ai in finance, ai for finance, ai for finance professionals, chatgpt for finance, chatgpt for accountants, chatgpt for finance professional, how to use chatgpt in finance",https://www.youtube.com/watch?v=ZS0j-BtNoms
What's Possible? Generative AI and Finance,Boston Consulting Group,44442,447,1,26-07-2023,129,2.15,,https://www.youtube.com/watch?v=hPrn6Smepbk
How AI is Revolutionizing Finance and Accounting,AI-Powered Finance,40322,464,14,22-07-2023,504,8.4,"artificial intelligence, machine learning, ai, what is artificial intelligence, artificial intelligence news, How AI is Revolutionizing Finance and Accounting, The Financial System With AI, AI-enabled accounting, financial, ledger, Improved Accuracy, forecast future trends, future with increased automation, ai for finance and accounting, finance, ai in finance, chatgpt, future of finance, fraud detection, stock market, financial technology, stocks, investing, personal finance, fintech",https://www.youtube.com/watch?v=sicTn3mNiv8
Class 3: Artificial Intelligence in Finance,MIT OpenCourseWare,43281,643,21,27-10-2020,4246,70.77,"AI, artificial intelligence, finance technology stack, machine learning, public policy, finance",https://www.youtube.com/watch?v=OUAMdi281mQ
SigTech CEO Ren on How AI & Finance Can Coexist,Bloomberg Live,73,4,0,04-03-2025,1607,26.78,,https://www.youtube.com/watch?v=KyOO5ShWcM4
AI in Finance Opportunities and Challenges,The AI Post,3102,76,5,22-07-2023,471,7.85,"stock market, ai in finance, ai, artificial intelligence, AI finance opportunities, AI market trends, finance professionals, ai algorithms, financial landscape, role of ai in banking, ai and financial services, ai in banking sector, yahoo finance, ai asset pricing, stocks, financial research, quantitative finance, financial advisor, make money ai, risk management, ai money making, financial analysis, ai money, money ai, financial freedom, investing, openai, ai challenges",https://www.youtube.com/watch?v=1EBUsAEqhzI
Putting an autonomous vehicle to the test in downtown London,Bill Gates,3904016,19785,0,29-03-2023,164,2.73,"Bill Gates, Wayve, autonomous vehicles, London, driving, self-driving vehicles, utonomous driving, autonomous car, fish and chips, ai, artificial intelligence, self-driving technology, reliable mobility, jaguar, celebrity carpool",https://www.youtube.com/watch?v=ruKJCiAOmfg
